"Retailer","Retailer_ID","Invoice_Date","Region","State","City","Product","Price_per_Unit","Units_Sold","Total_Sale","Operating_Profit","Operating_Margin","Sales_Method"
"Foot Locker","1128299","2021-12-22","West","Arizona","Phoenix","Men's Athletic Footwear","50","625","31250","12500","40%","Online"
"Kohl's","1128299","2021-12-22","West","Arizona","Phoenix","Women's Street Footwear","45","425","19125","6693","35%","Online"
"Kohl's","1128299","2021-12-22","West","Arizona","Phoenix","Women's Athletic Footwear","45","425","19125","6693","35%","Online"
"Kohl's","1128299","2021-12-22","West","Arizona","Phoenix","Men's Apparel","55","350","19250","5775","30%","Online"
"Kohl's","1128299","2021-12-22","West","Arizona","Phoenix","Women's Apparel","60","450","27000","6750","25%","Online"
"Kohl's","1128299","2021-01-26","West","Arizona","Phoenix","Men's Street Footwear","35","475","16625","5818","35%","Online"
"Kohl's","1128299","2021-01-26","West","Arizona","Phoenix","Men's Athletic Footwear","45","475","21375","8550","40%","Online"
"Kohl's","1128299","2021-01-26","West","Arizona","Phoenix","Women's Street Footwear","45","475","21375","7481","35%","Online"
"Kohl's","1128299","2021-01-26","West","Arizona","Phoenix","Women's Athletic Footwear","45","325","14625","5118","35%","Online"
"Kohl's","1128299","2021-01-26","West","Arizona","Phoenix","Men's Apparel","50","275","13750","4125","30%","Online"
"Kohl's","1128299","2021-01-26","West","Arizona","Phoenix","Women's Apparel","45","475","21375","5343","25%","Online"
"Kohl's","1128299","2021-02-26","West","Arizona","Phoenix","Men's Street Footwear","35","525","18375","6431","35%","Online"
"Kohl's","1128299","2021-02-26","West","Arizona","Phoenix","Men's Athletic Footwear","45","425","19125","7650","40%","Online"
"Kohl's","1128299","2021-02-26","West","Arizona","Phoenix","Women's Street Footwear","45","425","19125","6693","35%","Online"
"Kohl's","1128299","2021-02-26","West","New Mexico","Albuquerque","Women's Athletic Footwear","45","275","12375","4331","35%","Online"
"Kohl's","1128299","2021-02-26","West","New Mexico","Albuquerque","Men's Apparel","50","200","10000","3000","30%","Online"
"Kohl's","1128299","2021-02-26","West","New Mexico","Albuquerque","Women's Apparel","45","400","18000","4500","25%","Online"
"Kohl's","1128299","2021-03-25","West","New Mexico","Albuquerque","Men's Street Footwear","45","550","24750","8662","35%","Online"
"Kohl's","1128299","2021-03-25","West","New Mexico","Albuquerque","Men's Athletic Footwear","55","400","22000","8800","40%","Online"
"Kohl's","1128299","2021-03-25","West","New Mexico","Albuquerque","Women's Street Footwear","55","400","22000","7700","35%","Online"
"Kohl's","1128299","2021-03-25","West","New Mexico","Albuquerque","Women's Athletic Footwear","55","275","15125","5293","35%","Online"
"Kohl's","1128299","2021-03-25","West","New Mexico","Albuquerque","Men's Apparel","60","175","10500","3150","30%","Online"
"Kohl's","1128299","2021-03-25","West","New Mexico","Albuquerque","Women's Apparel","55","375","20625","5156","25%","Online"
"Kohl's","1128299","2021-04-26","West","New Mexico","Albuquerque","Men's Street Footwear","55","550","30250","10587","35%","Online"
"Kohl's","1128299","2021-04-26","West","New Mexico","Albuquerque","Men's Athletic Footwear","60","350","21000","8400","40%","Online"
"Kohl's","1128299","2021-04-26","West","New Mexico","Albuquerque","Women's Street Footwear","60","400","24000","8400","35%","Online"
"Kohl's","1128299","2021-04-26","West","New Mexico","Albuquerque","Women's Athletic Footwear","55","300","16500","5775","35%","Online"
"Kohl's","1128299","2021-04-26","West","New Mexico","Albuquerque","Men's Apparel","60","200","12000","3600","30%","Online"
"Kohl's","1128299","2021-04-26","West","New Mexico","Albuquerque","Women's Apparel","75","375","28125","7031","25%","Online"
"Kohl's","1128299","2021-05-27","West","New Mexico","Albuquerque","Men's Street Footwear","55","575","31625","11068","35%","Online"
"Kohl's","1128299","2021-05-27","West","New Mexico","Albuquerque","Men's Athletic Footwear","60","425","25500","10200","40%","Online"
"Kohl's","1128299","2021-05-27","West","New Mexico","Albuquerque","Women's Street Footwear","60","450","27000","9450","35%","Online"
"Kohl's","1128299","2021-05-27","West","New Mexico","Albuquerque","Women's Athletic Footwear","55","350","19250","6737","35%","Online"
"Kohl's","1128299","2021-05-27","West","New Mexico","Albuquerque","Men's Apparel","60","250","15000","4500","30%","Online"
"Kohl's","1128299","2021-05-27","West","New Mexico","Albuquerque","Women's Apparel","75","425","31875","7968","25%","Online"
"Kohl's","1128299","2021-06-26","West","New Mexico","Albuquerque","Men's Street Footwear","55","700","38500","13475","35%","Online"
"Kohl's","1128299","2021-06-26","West","New Mexico","Albuquerque","Men's Athletic Footwear","60","550","33000","13200","40%","Online"
"Kohl's","1128299","2021-06-26","West","New Mexico","Albuquerque","Women's Street Footwear","60","550","33000","11550","35%","Online"
"Kohl's","1128299","2021-06-26","West","New Mexico","Albuquerque","Women's Athletic Footwear","55","425","23375","8181","35%","Online"
"Kohl's","1128299","2021-06-26","West","New Mexico","Albuquerque","Men's Apparel","60","300","18000","5400","30%","Online"
"Kohl's","1128299","2021-06-26","West","New Mexico","Albuquerque","Women's Apparel","75","600","45000","11250","25%","Online"
"Kohl's","1128299","2021-07-25","West","New Mexico","Albuquerque","Men's Street Footwear","55","750","41250","14437","35%","Online"
"Kohl's","1128299","2021-07-25","West","New Mexico","Albuquerque","Men's Athletic Footwear","60","600","36000","14400","40%","Online"
"Kohl's","1128299","2021-07-25","West","New Mexico","Albuquerque","Women's Street Footwear","60","550","33000","11550","35%","Online"
"Kohl's","1128299","2021-07-25","West","New Mexico","Albuquerque","Women's Athletic Footwear","55","450","24750","8662","35%","Online"
"Kohl's","1128299","2021-07-25","West","New Mexico","Albuquerque","Men's Apparel","60","500","30000","9000","30%","Online"
"Kohl's","1128299","2021-07-25","West","New Mexico","Albuquerque","Women's Apparel","75","500","37500","9375","25%","Online"
"Kohl's","1128299","2021-08-26","West","New Mexico","Albuquerque","Men's Street Footwear","60","700","42000","14700","35%","Online"
"Kohl's","1128299","2021-08-26","West","New Mexico","Albuquerque","Men's Athletic Footwear","65","650","42250","16900","40%","Online"
"Kohl's","1128299","2021-08-26","West","New Mexico","Albuquerque","Women's Street Footwear","60","525","31500","11025","35%","Online"
"Kohl's","1128299","2021-08-26","West","New Mexico","Albuquerque","Women's Athletic Footwear","60","475","28500","9975","35%","Online"
"Kohl's","1128299","2021-08-26","West","New Mexico","Albuquerque","Men's Apparel","70","475","33250","9975","30%","Online"
"Kohl's","1128299","2021-08-26","West","New Mexico","Albuquerque","Women's Apparel","75","450","33750","8437","25%","Online"
"Kohl's","1128299","2021-09-27","West","New Mexico","Albuquerque","Men's Street Footwear","50","625","31250","10937","35%","Online"
"Kohl's","1128299","2021-09-27","West","New Mexico","Albuquerque","Men's Athletic Footwear","55","625","34375","13750","40%","Online"
"Kohl's","1128299","2021-09-27","West","New Mexico","Albuquerque","Women's Street Footwear","50","475","23750","8312","35%","Online"
"Kohl's","1128299","2021-09-27","West","New Mexico","Albuquerque","Women's Athletic Footwear","50","425","21250","7437","35%","Online"
"Kohl's","1128299","2021-09-27","West","New Mexico","Albuquerque","Men's Apparel","60","425","25500","7650","30%","Online"
"Kohl's","1128299","2021-09-27","West","New Mexico","Albuquerque","Women's Apparel","65","475","30875","7718","25%","Online"
"Kohl's","1128299","2021-10-26","West","New Mexico","Albuquerque","Men's Street Footwear","50","550","27500","9625","35%","Online"
"Kohl's","1128299","2021-10-26","West","New Mexico","Albuquerque","Men's Athletic Footwear","55","550","30250","12100","40%","Online"
"Kohl's","1128299","2021-10-26","West","New Mexico","Albuquerque","Women's Street Footwear","50","375","18750","6562","35%","Online"
"Kohl's","1128299","2021-10-26","West","New Mexico","Albuquerque","Women's Athletic Footwear","50","350","17500","6125","35%","Online"
"Kohl's","1128299","2021-10-26","West","New Mexico","Albuquerque","Men's Apparel","60","325","19500","5850","30%","Online"
"Kohl's","1128299","2021-10-26","West","New Mexico","Albuquerque","Women's Apparel","75","375","28125","7031","25%","Online"
"Kohl's","1128299","2021-11-26","West","New Mexico","Albuquerque","Men's Street Footwear","60","550","33000","11550","35%","Online"
"Kohl's","1128299","2021-11-26","West","New Mexico","Albuquerque","Men's Athletic Footwear","65","600","39000","15600","40%","Online"
"Kohl's","1128299","2021-11-26","West","New Mexico","Albuquerque","Women's Street Footwear","60","450","27000","9450","35%","Online"
"Kohl's","1128299","2021-11-26","West","New Mexico","Albuquerque","Women's Athletic Footwear","60","425","25500","8925","35%","Online"
"Kohl's","1128299","2021-11-26","West","New Mexico","Albuquerque","Men's Apparel","70","375","26250","7875","30%","Online"
"Kohl's","1128299","2021-11-26","West","New Mexico","Albuquerque","Women's Apparel","75","500","37500","9375","25%","Online"
"Kohl's","1128299","2021-12-25","West","New Mexico","Albuquerque","Men's Street Footwear","60","700","42000","14700","35%","Online"
"Kohl's","1128299","2021-12-25","West","New Mexico","Albuquerque","Men's Athletic Footwear","65","700","45500","18200","40%","Online"
"Sports Direct","1128299","2021-12-25","West","New Mexico","Albuquerque","Women's Street Footwear","60","500","30000","10500","35%","Online"
"Sports Direct","1128299","2021-12-25","West","New Mexico","Albuquerque","Women's Athletic Footwear","60","500","30000","10500","35%","Online"
"Sports Direct","1128299","2021-12-25","West","New Mexico","Albuquerque","Men's Apparel","70","425","29750","8925","30%","Online"
"Sports Direct","1128299","2021-12-25","West","New Mexico","Albuquerque","Women's Apparel","75","525","39375","9843","25%","Online"
"Sports Direct","1128299","2021-01-13","West","New Mexico","Albuquerque","Men's Street Footwear","30","450","13500","5400","40%","Online"
"Sports Direct","1128299","2021-01-13","West","New Mexico","Albuquerque","Men's Athletic Footwear","40","450","18000","7200","40%","Online"
"Sports Direct","1128299","2021-01-13","West","New Mexico","Albuquerque","Women's Street Footwear","40","450","18000","6300","35%","Online"
"Sports Direct","1128299","2021-01-13","West","New Mexico","Albuquerque","Women's Athletic Footwear","40","300","12000","4800","40%","Online"
"Sports Direct","1128299","2021-01-13","West","New Mexico","Albuquerque","Men's Apparel","45","250","11250","3937","35%","Online"
"Sports Direct","1128299","2021-01-13","West","New Mexico","Albuquerque","Women's Apparel","40","450","18000","4500","25%","Online"
"Sports Direct","1128299","2021-02-13","West","New Mexico","Albuquerque","Men's Street Footwear","30","500","15000","6000","40%","Online"
"Sports Direct","1128299","2021-02-13","West","New Mexico","Albuquerque","Men's Athletic Footwear","40","400","16000","6400","40%","Online"
"Sports Direct","1128299","2021-02-13","West","New Mexico","Albuquerque","Women's Street Footwear","40","400","16000","5600","35%","Online"
"Sports Direct","1128299","2021-02-13","Southeast","Georgia","Atlanta","Women's Athletic Footwear","40","250","10000","4000","40%","Online"
"Sports Direct","1128299","2021-02-13","Southeast","Georgia","Atlanta","Men's Apparel","45","175","7875","2756","35%","Online"
"Sports Direct","1128299","2021-02-13","Southeast","Georgia","Atlanta","Women's Apparel","40","375","15000","3750","25%","Online"
"Sports Direct","1128299","2021-03-12","Southeast","Georgia","Atlanta","Men's Street Footwear","40","525","21000","8400","40%","Online"
"Sports Direct","1128299","2021-03-12","Southeast","Georgia","Atlanta","Men's Athletic Footwear","50","375","18750","7500","40%","Online"
"Sports Direct","1128299","2021-03-12","Southeast","Georgia","Atlanta","Women's Street Footwear","50","375","18750","6562","35%","Online"
"Sports Direct","1128299","2021-03-12","Southeast","Georgia","Atlanta","Women's Athletic Footwear","50","250","12500","5000","40%","Online"
"Sports Direct","1128299","2021-03-12","Southeast","Georgia","Atlanta","Men's Apparel","55","150","8250","2887","35%","Online"
"Sports Direct","1128299","2021-03-12","Southeast","Georgia","Atlanta","Women's Apparel","50","350","17500","4375","25%","Online"
"Sports Direct","1128299","2021-04-13","Southeast","Georgia","Atlanta","Men's Street Footwear","50","525","26250","10500","40%","Online"
"Sports Direct","1128299","2021-04-13","Southeast","Georgia","Atlanta","Men's Athletic Footwear","55","325","17875","7150","40%","Online"
"Sports Direct","1128299","2021-04-13","Southeast","Georgia","Atlanta","Women's Street Footwear","55","375","20625","7218","35%","Online"
"Sports Direct","1128299","2021-04-13","Southeast","Georgia","Atlanta","Women's Athletic Footwear","50","275","13750","5500","40%","Online"
"Sports Direct","1128299","2021-04-13","Southeast","Georgia","Atlanta","Men's Apparel","55","175","9625","3368","35%","Online"
"Sports Direct","1128299","2021-04-13","Southeast","Georgia","Atlanta","Women's Apparel","70","350","24500","6125","25%","Online"
"Sports Direct","1128299","2021-05-14","Southeast","Georgia","Atlanta","Men's Street Footwear","50","550","27500","11000","40%","Online"
"Sports Direct","1128299","2021-05-14","Southeast","Georgia","Atlanta","Men's Athletic Footwear","55","400","22000","8800","40%","Online"
"Sports Direct","1128299","2021-05-14","Southeast","Georgia","Atlanta","Women's Street Footwear","55","425","23375","8181","35%","Online"
"Sports Direct","1128299","2021-05-14","Southeast","Georgia","Atlanta","Women's Athletic Footwear","50","325","16250","6500","40%","Online"
"Sports Direct","1128299","2021-05-14","Southeast","Georgia","Atlanta","Men's Apparel","55","225","12375","4331","35%","Online"
"Sports Direct","1128299","2021-05-14","Southeast","Georgia","Atlanta","Women's Apparel","70","400","28000","7000","25%","Online"
"Sports Direct","1128299","2021-06-13","Southeast","Georgia","Atlanta","Men's Street Footwear","50","675","33750","13500","40%","Online"
"Sports Direct","1128299","2021-06-13","Southeast","Georgia","Atlanta","Men's Athletic Footwear","55","525","28875","11550","40%","Online"
"Sports Direct","1128299","2021-06-13","Southeast","Georgia","Atlanta","Women's Street Footwear","55","525","28875","10106","35%","Online"
"Sports Direct","1128299","2021-06-13","Southeast","Georgia","Atlanta","Women's Athletic Footwear","50","400","20000","8000","40%","Online"
"Sports Direct","1128299","2021-06-13","Southeast","Georgia","Atlanta","Men's Apparel","55","275","15125","5293","35%","Online"
"Sports Direct","1128299","2021-06-13","Southeast","Georgia","Atlanta","Women's Apparel","70","575","40250","10062","25%","Online"
"Sports Direct","1128299","2021-07-12","Southeast","Georgia","Atlanta","Men's Street Footwear","50","725","36250","14500","40%","Online"
"Sports Direct","1128299","2021-07-12","Southeast","Georgia","Atlanta","Men's Athletic Footwear","55","575","31625","12650","40%","Online"
"Sports Direct","1128299","2021-07-12","Southeast","Georgia","Atlanta","Women's Street Footwear","55","525","28875","10106","35%","Online"
"Sports Direct","1128299","2021-07-12","Southeast","Georgia","Atlanta","Women's Athletic Footwear","50","425","21250","8500","40%","Online"
"Sports Direct","1128299","2021-07-12","Southeast","Georgia","Atlanta","Men's Apparel","55","475","26125","9143","35%","Online"
"Sports Direct","1128299","2021-07-12","Southeast","Georgia","Atlanta","Women's Apparel","70","475","33250","8312","25%","Online"
"Sports Direct","1128299","2021-08-13","Southeast","Georgia","Atlanta","Men's Street Footwear","55","675","37125","14850","40%","Online"
"Sports Direct","1128299","2021-08-13","Southeast","Georgia","Atlanta","Men's Athletic Footwear","60","625","37500","15000","40%","Online"
"Sports Direct","1128299","2021-08-13","Southeast","Georgia","Atlanta","Women's Street Footwear","55","500","27500","9625","35%","Online"
"Sports Direct","1128299","2021-08-13","Southeast","Georgia","Atlanta","Women's Athletic Footwear","55","450","24750","9900","40%","Online"
"Sports Direct","1128299","2021-08-13","Southeast","Georgia","Atlanta","Men's Apparel","65","450","29250","10237","35%","Online"
"Sports Direct","1128299","2021-08-13","Southeast","Georgia","Atlanta","Women's Apparel","70","425","29750","7437","25%","Online"
"Sports Direct","1128299","2021-09-14","Southeast","Georgia","Atlanta","Men's Street Footwear","45","600","27000","10800","40%","Online"
"Sports Direct","1128299","2021-09-14","Southeast","Georgia","Atlanta","Men's Athletic Footwear","50","600","30000","12000","40%","Online"
"Sports Direct","1128299","2021-09-14","Southeast","Georgia","Atlanta","Women's Street Footwear","45","450","20250","7087","35%","Online"
"Sports Direct","1128299","2021-09-14","Southeast","Georgia","Atlanta","Women's Athletic Footwear","45","400","18000","7200","40%","Online"
"Sports Direct","1128299","2021-09-14","Southeast","Georgia","Atlanta","Men's Apparel","55","400","22000","7700","35%","Online"
"Sports Direct","1128299","2021-09-14","Southeast","Georgia","Atlanta","Women's Apparel","60","450","27000","6750","25%","Online"
"Sports Direct","1128299","2021-10-13","Southeast","Georgia","Atlanta","Men's Street Footwear","45","525","23625","9450","40%","Online"
"Sports Direct","1128299","2021-10-13","Southeast","Georgia","Atlanta","Men's Athletic Footwear","50","525","26250","10500","40%","Online"
"Sports Direct","1128299","2021-10-13","Southeast","Georgia","Atlanta","Women's Street Footwear","45","350","15750","5512","35%","Online"
"Sports Direct","1128299","2021-10-13","Southeast","Georgia","Atlanta","Women's Athletic Footwear","45","325","14625","5850","40%","Online"
"Sports Direct","1128299","2021-10-13","Southeast","Georgia","Atlanta","Men's Apparel","55","300","16500","5775","35%","Online"
"Sports Direct","1128299","2021-10-13","Southeast","Georgia","Atlanta","Women's Apparel","70","350","24500","6125","25%","Online"
"Sports Direct","1128299","2021-11-13","Southeast","Georgia","Atlanta","Men's Street Footwear","55","525","28875","11550","40%","Online"
"Sports Direct","1128299","2021-11-13","Southeast","Georgia","Atlanta","Men's Athletic Footwear","60","575","34500","13800","40%","Online"
"Sports Direct","1128299","2021-11-13","Southeast","Georgia","Atlanta","Women's Street Footwear","55","425","23375","8181","35%","Online"
"Sports Direct","1128299","2021-11-13","Southeast","Georgia","Atlanta","Women's Athletic Footwear","55","400","22000","8800","40%","Online"
"Sports Direct","1128299","2021-11-13","Southeast","Georgia","Atlanta","Men's Apparel","65","350","22750","7962","35%","Online"
"Sports Direct","1128299","2021-11-13","Southeast","Georgia","Atlanta","Women's Apparel","70","475","33250","8312","25%","Online"
"Sports Direct","1128299","2021-12-12","Southeast","Georgia","Atlanta","Men's Street Footwear","55","675","37125","14850","40%","Online"
"Sports Direct","1128299","2021-12-12","Southeast","Georgia","Atlanta","Men's Athletic Footwear","60","675","40500","16200","40%","Online"
"Foot Locker","1128299","2021-12-12","Southeast","Georgia","Atlanta","Women's Street Footwear","55","475","26125","9143","35%","Online"
"Foot Locker","1128299","2021-12-12","Southeast","Georgia","Atlanta","Women's Athletic Footwear","55","475","26125","10450","40%","Online"
"Foot Locker","1128299","2021-12-12","Southeast","Georgia","Atlanta","Men's Apparel","65","400","26000","9100","35%","Online"
"Foot Locker","1128299","2021-12-12","Southeast","Georgia","Atlanta","Women's Apparel","70","500","35000","8750","25%","Online"
"Foot Locker","1185732","2021-01-09","Southeast","Georgia","Atlanta","Men's Street Footwear","40","1025","41000","18450","45%","Online"
"Foot Locker","1185732","2021-01-09","Southeast","Georgia","Atlanta","Men's Athletic Footwear","40","825","33000","11550","35%","Online"
"Foot Locker","1185732","2021-01-09","Southeast","Georgia","Atlanta","Women's Street Footwear","30","825","24750","6187","25%","Online"
"Foot Locker","1185732","2021-01-09","Southeast","Georgia","Atlanta","Women's Athletic Footwear","35","675","23625","7087","30%","Online"
"Foot Locker","1185732","2021-01-09","Southeast","Georgia","Atlanta","Men's Apparel","50","725","36250","12687","35%","Online"
"Foot Locker","1185732","2021-01-09","Southeast","Georgia","Atlanta","Women's Apparel","40","825","33000","16500","50%","Online"
"Foot Locker","1185732","2021-02-07","Southeast","Georgia","Atlanta","Men's Street Footwear","40","1075","43000","19350","45%","Online"
"Foot Locker","1185732","2021-02-07","Southeast","Georgia","Atlanta","Men's Athletic Footwear","40","725","29000","10150","35%","Online"
"Foot Locker","1185732","2021-02-07","Southeast","Georgia","Atlanta","Women's Street Footwear","30","775","23250","5812","25%","Online"
"Foot Locker","1185732","2021-02-07","Southeast","South Carolina","Charleston","Women's Athletic Footwear","35","625","21875","6562","30%","Online"
"Foot Locker","1185732","2021-02-07","Southeast","South Carolina","Charleston","Men's Apparel","50","700","35000","12250","35%","Online"
"Foot Locker","1185732","2021-02-07","Southeast","South Carolina","Charleston","Women's Apparel","35","800","28000","14000","50%","Online"
"Foot Locker","1185732","2021-03-05","Southeast","South Carolina","Charleston","Men's Street Footwear","35","1020","35700","16065","45%","Online"
"Foot Locker","1185732","2021-03-05","Southeast","South Carolina","Charleston","Men's Athletic Footwear","35","700","24500","8575","35%","Online"
"Foot Locker","1185732","2021-03-05","Southeast","South Carolina","Charleston","Women's Street Footwear","25","725","18125","4531","25%","Online"
"Foot Locker","1185732","2021-03-05","Southeast","South Carolina","Charleston","Women's Athletic Footwear","30","575","17250","5175","30%","Online"
"Foot Locker","1185732","2021-03-05","Southeast","South Carolina","Charleston","Men's Apparel","45","625","28125","9843","35%","Online"
"Foot Locker","1185732","2021-03-05","Southeast","South Carolina","Charleston","Women's Apparel","35","725","25375","12687","50%","Online"
"Foot Locker","1185732","2021-04-06","Southeast","South Carolina","Charleston","Men's Street Footwear","35","975","34125","15356","45%","Online"
"Foot Locker","1185732","2021-04-06","Southeast","South Carolina","Charleston","Men's Athletic Footwear","35","675","23625","8268","35%","Online"
"Foot Locker","1185732","2021-04-06","Southeast","South Carolina","Charleston","Women's Street Footwear","25","675","16875","4218","25%","Online"
"Foot Locker","1185732","2021-04-06","Southeast","South Carolina","Charleston","Women's Athletic Footwear","30","600","18000","5400","30%","Online"
"Foot Locker","1185732","2021-04-06","Southeast","South Carolina","Charleston","Men's Apparel","50","625","31250","10937","35%","Online"
"Foot Locker","1185732","2021-04-06","Southeast","South Carolina","Charleston","Women's Apparel","40","775","31000","15500","50%","Online"
"Foot Locker","1185732","2021-05-05","Southeast","South Carolina","Charleston","Men's Street Footwear","50","1045","52250","23512","45%","Online"
"Foot Locker","1185732","2021-05-05","Southeast","South Carolina","Charleston","Men's Athletic Footwear","50","750","37500","13125","35%","Online"
"Foot Locker","1185732","2021-05-05","Southeast","South Carolina","Charleston","Women's Street Footwear","45","725","32625","8156","25%","Online"
"Foot Locker","1185732","2021-05-05","Southeast","South Carolina","Charleston","Women's Athletic Footwear","45","675","30375","9112","30%","Online"
"Foot Locker","1185732","2021-05-05","Southeast","South Carolina","Charleston","Men's Apparel","55","700","38500","13475","35%","Online"
"Foot Locker","1185732","2021-05-05","Southeast","South Carolina","Charleston","Women's Apparel","60","800","48000","24000","50%","Online"
"Foot Locker","1185732","2021-06-07","Southeast","South Carolina","Charleston","Men's Street Footwear","55","1050","57750","25987","45%","Online"
"Foot Locker","1185732","2021-06-07","Southeast","South Carolina","Charleston","Men's Athletic Footwear","50","800","40000","14000","35%","Online"
"Foot Locker","1185732","2021-06-07","Southeast","South Carolina","Charleston","Women's Street Footwear","50","775","38750","9687","25%","Online"
"Foot Locker","1185732","2021-06-07","Southeast","South Carolina","Charleston","Women's Athletic Footwear","50","750","37500","11250","30%","Online"
"Foot Locker","1185732","2021-06-07","Southeast","South Carolina","Charleston","Men's Apparel","65","750","48750","17062","35%","Online"
"Foot Locker","1185732","2021-06-07","Southeast","South Carolina","Charleston","Women's Apparel","70","925","64750","32375","50%","Online"
"Foot Locker","1185732","2021-07-05","Southeast","South Carolina","Charleston","Men's Street Footwear","65","1150","74750","33637","45%","Online"
"Foot Locker","1185732","2021-07-05","Southeast","South Carolina","Charleston","Men's Athletic Footwear","60","900","54000","18900","35%","Online"
"Foot Locker","1185732","2021-07-05","Southeast","South Carolina","Charleston","Women's Street Footwear","55","825","45375","11343","25%","Online"
"Foot Locker","1185732","2021-07-05","Southeast","South Carolina","Charleston","Women's Athletic Footwear","55","775","42625","12787","30%","Online"
"Foot Locker","1185732","2021-07-05","Southeast","South Carolina","Charleston","Men's Apparel","65","800","52000","18200","35%","Online"
"Foot Locker","1185732","2021-07-05","Southeast","South Carolina","Charleston","Women's Apparel","70","975","68250","34125","50%","Online"
"Foot Locker","1185732","2021-08-06","Southeast","South Carolina","Charleston","Men's Street Footwear","65","1125","73125","32906","45%","Online"
"Foot Locker","1185732","2021-08-06","Southeast","South Carolina","Charleston","Men's Athletic Footwear","60","900","54000","18900","35%","Online"
"Foot Locker","1185732","2021-08-06","Southeast","South Carolina","Charleston","Women's Street Footwear","55","825","45375","11343","25%","Online"
"Foot Locker","1185732","2021-08-06","Southeast","South Carolina","Charleston","Women's Athletic Footwear","45","775","34875","10462","30%","Online"
"Foot Locker","1185732","2021-08-06","Southeast","South Carolina","Charleston","Men's Apparel","55","750","41250","14437","35%","Online"
"Foot Locker","1185732","2021-08-06","Southeast","South Carolina","Charleston","Women's Apparel","60","925","55500","27750","50%","Online"
"Foot Locker","1185732","2021-09-05","Southeast","South Carolina","Charleston","Men's Street Footwear","55","1025","56375","25368","45%","Online"
"Foot Locker","1185732","2021-09-05","Southeast","South Carolina","Charleston","Men's Athletic Footwear","50","825","41250","14437","35%","Online"
"Foot Locker","1185732","2021-09-05","Southeast","South Carolina","Charleston","Women's Street Footwear","40","725","29000","7250","25%","Online"
"Foot Locker","1185732","2021-09-05","Southeast","South Carolina","Charleston","Women's Athletic Footwear","40","700","28000","8400","30%","Online"
"Foot Locker","1185732","2021-09-05","Southeast","South Carolina","Charleston","Men's Apparel","50","700","35000","12250","35%","Online"
"Foot Locker","1185732","2021-09-05","Southeast","South Carolina","Charleston","Women's Apparel","55","800","44000","22000","50%","Online"
"Foot Locker","1185732","2021-10-07","Southeast","South Carolina","Charleston","Men's Street Footwear","55","975","53625","24131","45%","Online"
"Foot Locker","1185732","2021-10-07","Southeast","South Carolina","Charleston","Men's Athletic Footwear","45","800","36000","12600","35%","Online"
"Foot Locker","1185732","2021-10-07","Southeast","South Carolina","Charleston","Women's Street Footwear","45","675","30375","7593","25%","Online"
"Foot Locker","1185732","2021-10-07","Southeast","South Carolina","Charleston","Women's Athletic Footwear","45","650","29250","8775","30%","Online"
"Foot Locker","1185732","2021-10-07","Southeast","South Carolina","Charleston","Men's Apparel","55","650","35750","12512","35%","Online"
"Foot Locker","1185732","2021-10-07","Southeast","South Carolina","Charleston","Women's Apparel","60","775","46500","23250","50%","Online"
"Foot Locker","1185732","2021-11-06","Southeast","South Carolina","Charleston","Men's Street Footwear","55","925","50875","22893","45%","Online"
"Foot Locker","1185732","2021-11-06","Southeast","South Carolina","Charleston","Men's Athletic Footwear","45","750","33750","11812","35%","Online"
"Foot Locker","1185732","2021-11-06","Southeast","South Carolina","Charleston","Women's Street Footwear","45","695","31275","7818","25%","Online"
"Foot Locker","1185732","2021-11-06","Southeast","South Carolina","Charleston","Women's Athletic Footwear","55","750","41250","12375","30%","Online"
"Foot Locker","1185732","2021-11-06","Southeast","South Carolina","Charleston","Men's Apparel","70","725","50750","17762","35%","Online"
"Foot Locker","1185732","2021-11-06","Southeast","South Carolina","Charleston","Women's Apparel","75","825","61875","30937","50%","Online"
"Foot Locker","1185732","2021-12-05","Southeast","South Carolina","Charleston","Men's Street Footwear","70","1075","75250","33862","45%","Online"
"Foot Locker","1185732","2021-12-05","Southeast","South Carolina","Charleston","Men's Athletic Footwear","60","875","52500","18375","35%","Online"
"Sports Direct","1185732","2021-12-05","Southeast","South Carolina","Charleston","Women's Street Footwear","60","825","49500","12375","25%","Online"
"Sports Direct","1185732","2021-12-05","Southeast","South Carolina","Charleston","Women's Athletic Footwear","60","775","46500","13950","30%","Online"
"Sports Direct","1185732","2021-12-05","Southeast","South Carolina","Charleston","Men's Apparel","70","775","54250","18987","35%","Online"
"Sports Direct","1185732","2021-12-05","Southeast","South Carolina","Charleston","Women's Apparel","75","875","65625","32812","50%","Online"
"Sports Direct","1185732","2021-01-06","Southeast","South Carolina","Charleston","Men's Street Footwear","35","925","32375","12950","40%","Online"
"Sports Direct","1185732","2021-01-06","Southeast","South Carolina","Charleston","Men's Athletic Footwear","35","725","25375","8881","35%","Online"
"Sports Direct","1185732","2021-01-06","Southeast","South Carolina","Charleston","Women's Street Footwear","25","725","18125","7250","40%","Online"
"Sports Direct","1185732","2021-01-06","Southeast","South Carolina","Charleston","Women's Athletic Footwear","30","575","17250","6900","40%","Online"
"Sports Direct","1185732","2021-01-06","Southeast","South Carolina","Charleston","Men's Apparel","45","625","28125","9843","35%","Online"
"Sports Direct","1185732","2021-01-06","Southeast","South Carolina","Charleston","Women's Apparel","35","725","25375","12687","50%","Online"
